award_id,award_name,winner_id,is_player,is_team
102,Emlynne Seward,244,false,true
103,Sayre Littlefield,989,true,false
104,Melisent Fargie,510,false,true
105,Gaultiero Leggan,849,false,true
106,Wood Adshed,568,false,true
107,Wilone Willshire,878,false,true
108,Manolo Gartland,24,true,false
109,Corene Cowan,56,false,true
110,Christiano Krolik,720,false,true
111,Dimitry Batstone,755,true,false
112,Fulvia Rippingale,72,true,false
113,Robby Fiddiman,708,true,false
114,Reagen Macconaghy,613,true,false
115,Maxie Fantonetti,239,false,true
116,Symon Chadbourn,782,true,false
117,Jocelin Bernollet,79,false,true
118,Jervis Corck,487,true,false
119,Gasper Garlee,783,true,false
120,Newton Allwright,575,false,true
121,Lilla Olligan,279,true,false
122,Eimile Powis,646,false,true
123,Aurie Longhorn,143,false,true
124,Aimee Thew,571,true,false
125,Lari Bashford,278,true,false
126,Barnaby Burgan,400,false,true
127,Broddie Sturch,45,true,false
128,Virgie Saunt,591,true,false
129,Gertie Nern,74,false,true
130,Riannon Wearne,282,false,true
131,Agnese Frame,220,false,true
132,Jonie Panchin,802,true,false
133,Nike Blakeley,404,false,true
134,Christoffer Bozward,533,false,true
135,Palm Kohnert,341,false,true
136,Price Swedeland,647,true,false
137,Tracey Peagrim,446,false,true
138,Johannes Boneham,711,true,false
139,Florencia Macias,436,false,true
140,Ainslee Asp,62,true,false
141,Kylie Collar,368,true,false
142,Vonni Merrgan,506,true,false
143,Shurwood Duiguid,903,false,true
144,Der Crookshanks,113,false,true
145,Murielle Basill,509,false,true
146,Deeyn Edmans,925,false,true
147,Henrie Amaya,814,true,false
148,Cassius Alleyn,435,true,false
149,Seward Futcher,224,false,true
150,Chick Badby,806,true,false
151,Karlotte Waite,796,true,false
152,Nonah Klarzynski,79,false,true
153,Cherri Moorhouse,832,true,false
154,Burl Beggin,207,true,false
155,Wendall Livens,729,true,false
156,Roley McRavey,548,true,false
157,Ingaborg Aguirrezabala,520,false,true
158,Rudyard Samet,178,true,false
159,Ladonna Quinane,876,false,true
160,Hunt Baldcock,785,false,true
161,Saunder Stormont,496,false,true
162,Haslett Skitterel,606,false,true
163,Conrade Spurret,637,false,true
164,Brandon Derington,783,true,false
165,Bernadine Arendsen,788,false,true
166,Jared Lortzing,242,true,false
167,Carlin Chamberlain,429,false,true
168,Marthe Drinkall,667,true,false
169,Jacqueline Fromont,226,false,true
170,Laurette Hassekl,351,false,true
171,Stewart Gustus,511,false,true
172,Zaneta Pleat,496,false,true
173,Cobbie Jarman,319,true,false
174,Dawna Nash,150,false,true
175,Rudolfo Eronie,574,true,false
176,Maxy Tarrier,181,true,false
177,Vilhelmina Rasch,220,false,true
178,Camilla Wildor,538,false,true
179,Kissee Matlock,908,false,true
180,Christie Gypps,431,false,true
181,Mayne D'Antonio,341,false,true
182,Vally Barts,855,false,true
183,Malinde Pickthorne,112,false,true
184,Jareb Attwill,518,true,false
185,Aindrea Mushart,21,false,true
186,Thomasa Sisnett,920,true,false
187,Valma Scarffe,840,false,true
188,Jenilee Petrovic,693,false,true
189,Alphonso Mayler,599,false,true
190,Roxane Oldred,278,false,true
191,Stern Bearfoot,265,false,true
192,Christophorus Feary,520,true,false
193,Jamesy Warboys,416,true,false
194,Julius Christene,43,true,false
195,Arlena Trafford,695,false,true
196,Haslett Ferson,210,false,true
197,Brandice Seydlitz,886,true,false
198,Shea Hurlin,682,true,false
199,Raychel Pundy,460,true,false
200,Daffy Stoodley,929,false,true
201,Catrina McTaggart,383,true,false
202,Emelita Huison,182,false,true
203,Lidia Dallender,790,false,true
204,Reamonn Jermin,137,false,true
205,Lacie Temple,858,true,false
206,Dela Tayler,289,true,false
207,Kinna Libbey,576,false,true
208,Eamon Suckling,294,false,true
209,Immanuel Shout,493,false,true
210,Rozanne Lydall,955,false,true
211,Fanchette Verchambre,603,true,false
212,Annabell Maundrell,390,true,false
213,Palmer Nobriga,780,false,true
214,Hilliard Ffrench,859,false,true
215,Burgess Blowne,357,false,true
216,Ardene Cuschieri,388,true,false
217,Homerus Ruddin,780,true,false
218,Melinda Aimson,148,false,true
219,Antonino Keener,579,false,true
220,Massimiliano Coulter,631,true,false
221,Gregoor Ickowics,372,true,false
222,Wadsworth Fraser,159,false,true
223,Aretha Ganderton,871,false,true
224,Flore Trelease,419,false,true
225,Rex Szymon,985,true,false
226,Blake Bensley,537,false,true
227,Rebeca Hardy,285,false,true
228,Alyse Hallin,954,false,true
229,Joye Serotsky,998,true,false
230,Chantalle Parnham,70,true,false
231,Wilmette Hairon,885,true,false
232,Brenn Rogan,113,false,true
233,Robina Charkham,545,false,true
234,Alejandra Bettlestone,409,false,true
235,Ronda Camoys,630,true,false
236,Hayward Bromell,489,false,true
237,Cordey M'Quharg,53,true,false
238,Marthe Adlington,427,false,true
239,Loraine Raymen,985,true,false
240,Ailsun Thorrold,531,true,false
241,Carmon Yousef,776,false,true
242,Caye Pizzey,868,false,true
243,Lynsey Hullett,224,false,true
244,Nikki Allenby,536,false,true
245,Delinda Syce,434,true,false
246,Kelwin Luberti,968,true,false
247,Wake Branney,49,true,false
248,Samuel Seyfart,814,true,false
249,Cherye Boxall,67,true,false
250,Neall Satch,472,true,false
251,Carolann Beacom,743,true,false
252,Libbey Dunmuir,989,true,false
253,Corabel Keasley,475,true,false
254,Hunter Lissemore,535,false,true
255,Weylin Bryns,629,false,true
256,Happy Musicka,423,false,true
257,Lyndsey Bellward,700,false,true
258,Ilsa Patek,794,false,true
259,Josefa Thake,700,false,true
260,Foss Coulston,817,true,false
261,Rodie Moultrie,835,false,true
262,Evelin Mansbridge,301,false,true
263,Selinda Fairley,988,true,false
264,Kori Blaxall,852,true,false
265,Maureene Affuso,8,false,true
266,Annalise Curzey,672,false,true
267,Yolande Fronks,131,false,true
268,Garvy Skingley,882,false,true
269,Randene Yurygyn,361,true,false
270,Burton Patrone,74,true,false
271,Addison Trunks,325,false,true
272,Sean Sowerbutts,28,false,true
273,Marlyn Beggs,243,true,false
274,Maegan Franck,616,false,true
275,Gusti Slater,334,false,true
276,Ezri Pither,922,true,false
277,Selie Davidek,175,false,true
278,Gwenora Awmack,252,true,false
279,Joelle Foulser,641,true,false
280,Wells Dunthorne,434,false,true
281,Cacilia Juhruke,969,true,false
282,Giana Fidelus,487,false,true
283,Sibilla Legat,757,false,true
284,Idalina Bentham3,285,false,true
285,Ulla Yerrall,674,true,false
286,Franni Gettens,611,true,false
287,Oates Devereux,339,true,false
288,Minerva Vaggers,244,true,false
289,Ali Guinnane,182,false,true
290,Cherey Richford,787,false,true
291,Bartlet Liverseege,506,false,true
292,Rosemary Kretschmer,92,false,true
293,Kenton Deluca,542,false,true
294,Ros Ducaen,826,false,true
295,Spence Peddersen,902,true,false
296,Beau D'Angeli,898,false,true
297,Jarrid Popelay,487,true,false
298,Kim Stoyle,686,false,true
299,Walther Hakking,128,true,false
300,Row Lewknor,119,true,false
301,Kassandra Lockhurst,854,true,false
302,Avery Knightsbridge,527,false,true
303,Tallie Bernardi,382,false,true
304,Bernadine Eminson,545,true,false
305,Andree Signorelli,248,false,true
306,Hammad Saldler,731,false,true
307,Marie-ann O'Nowlan,944,false,true
308,Lindsey Guichard,380,true,false
309,Ronna Abbes,113,false,true
310,Dillie Smoth,927,true,false
311,Forbes Zamudio,998,false,true
312,Marybeth Blood,147,false,true
313,Marrilee MacTerlagh,875,true,false
314,Danny Nesfield,695,true,false
315,Horacio Fairbrace,133,true,false
316,Shantee Chilles,361,true,false
317,Marion Benedikt,764,true,false
318,Tommie Mealham,388,false,true
319,Ryan Meaker,350,false,true
320,Ermentrude Jennery,226,false,true
321,Marius Goublier,582,true,false
322,Jefferey Hambleton,245,true,false
323,Jerry Vinas,568,false,true
324,Tris Sends,515,true,false
325,Cecilla Enstone,447,true,false
326,Parnell Rothschild,691,false,true
327,Elsie Baly,265,true,false
328,Germana Scandwright,169,true,false
329,Simona Happel,626,true,false
330,Kelcy Kingsnorth,896,false,true
331,Kermie Garshore,709,false,true
332,Demeter Wind,100,false,true
333,Bald Birchenough,901,false,true
334,Arden Corcut,854,true,false
335,Magdalene Attreed,401,true,false
336,Lyndy Neubigin,440,true,false
337,Sol Jeskins,747,true,false
338,Kassie Sexty,346,false,true
339,Nina Gillimgham,629,false,true
340,Gunner Fuentez,31,true,false
341,Welsh Josilowski,995,false,true
342,Caron Simester,494,false,true
343,Robbie Mc Coughan,188,false,true
344,Brunhilde De La Coste,87,true,false
345,Godiva Gilbank,448,true,false
346,Nariko Attenborrow,755,true,false
347,Trixy Daspar,976,false,true
348,Guthrey Tunder,733,true,false
349,Andie Volkes,934,false,true
350,Faythe De Mars,822,false,true
351,Garek Curro,698,true,false
352,Richy Giovannardi,421,false,true
353,Jessalyn Ollarenshaw,203,false,true
354,Helli Ding,209,true,false
355,Sosanna Sallans,336,true,false
356,Vitia Chanter,618,true,false
357,Amye Copping,501,true,false
358,Marquita Orkney,576,true,false
359,Vivienne Kingswood,323,false,true
360,Vin Shenfisch,270,false,true
361,Crysta Herche,154,false,true
362,Kiersten O'Doran,583,false,true
363,Hilton Grinyakin,962,true,false
364,Duke Jumont,464,false,true
365,Mira Tschirasche,16,true,false
366,Gina Rosencrantz,264,false,true
367,Reuven Kilgallen,950,true,false
368,Winn Wolsey,855,false,true
369,Petrina Chitson,574,false,true
370,Lauretta Stothard,702,true,false
371,Francine Boughen,286,true,false
372,Ruy Wheatman,832,false,true
373,Terrell McGrory,378,false,true
374,Alan Pawelczyk,503,false,true
375,Blake Kordas,181,true,false
376,Newton Grebner,345,true,false
377,Delores Vautin,889,false,true
378,Isa Dockrey,566,false,true
379,Leicester Rooper,580,false,true
380,Carmel Branscombe,274,false,true
381,Willyt Tarbatt,232,false,true
382,Zollie Upsale,172,false,true
383,Berny Glencorse,680,true,false
384,Angelita Brisker,502,true,false
385,Otis Crighton,919,false,true
386,Corny Payn,831,false,true
387,Budd Vobes,318,true,false
388,Sigmund Siemantel,563,true,false
389,Dall Templar,98,false,true
390,Tomkin Cambell,697,false,true
391,Staffard Blewmen,994,true,false
392,Frances Splaven,937,false,true
393,Joice Napolione,176,false,true
394,Lissa Dyke,795,false,true
395,Aggie Le Page,913,false,true
396,Ban Paulusch,445,true,false
397,Herc McGrane,214,true,false
398,Osborne Eady,170,false,true
399,Isador Kahler,403,false,true
400,Becka Woolen,519,true,false
401,Julie D'Adamo,472,true,false
402,Antonella Calveley,888,true,false
403,Violetta Boaler,969,true,false
404,Brigit Rodbourne,482,true,false
405,Rosaline Pauleit,74,true,false
406,Pamela Heball,222,false,true
407,Perceval Bowery,892,true,false
408,Mohandis Whereat,49,true,false
409,Alfons Kelloway,429,false,true
410,Danita Stelfox,780,true,false
411,Mollee Lusher,879,false,true
412,Cletus Metzel,294,true,false
413,Paul Bonifant,276,true,false
414,Joey Brockton,326,true,false
415,Alley Vitte,859,true,false
416,Dael Glynn,397,false,true
417,Blaine Hrishchenko,504,false,true
418,Justino Gumbley,544,true,false
419,Garald Gonzales,823,false,true
420,Chet Petz,25,false,true
421,Barnard Meredyth,718,true,false
422,Gordie Finder,110,true,false
423,Norma Atyea,238,false,true
424,Fields Cozens,701,true,false
425,Rycca Natwick,398,true,false
426,Jeanie Mewitt,469,true,false
427,Aurora Blandamore,980,false,true
428,Virge Cornew,640,false,true
429,Margaux Jesteco,232,false,true
430,Eveline Venard,850,false,true
431,Nathalia Solley,31,true,false
432,Genni Bart,694,true,false
433,Sean Fraulo,264,false,true
434,Tine Gisborne,971,false,true
435,Silvan MacGillreich,448,true,false
436,Gwendolin Stoffersen,288,true,false
437,Gerik Lauritzen,764,false,true
438,Jarib Cuthill,594,false,true
439,Maurene Giannazzi,688,true,false
440,Em Bugbee,460,false,true
441,Tedra Torre,802,false,true
442,Julita Bodd,142,true,false
443,Brita Storrock,639,true,false
444,Tiphany Stockell,38,false,true
445,Katusha Christley,563,true,false
446,Daron Van Geffen,125,true,false
447,Bearnard Stratiff,228,false,true
448,Yulma Aleavy,973,false,true
449,Chloris Vitler,640,true,false
450,Julita Bagshaw,383,false,true
451,Albie Nucator,721,true,false
452,Jennette Rive,937,true,false
453,Dacy Davidovic,120,true,false
454,Johannes Kener,546,false,true
455,Sheffield Coldman,134,true,false
456,Manya Ziehm,893,false,true
457,Nikaniki Mendel,832,false,true
458,Donny Truswell,585,true,false
459,Annette Klaves,424,true,false
460,Fran Radbourn,440,true,false
461,Emma Booley,876,true,false
462,Cyrille O'Caherny,273,false,true
463,Francyne Mabon,252,true,false
464,Andrea Tocher,171,false,true
465,Ancell Ferrarin,850,true,false
466,Alister Ramsbottom,743,false,true
467,Neel Goodee,166,true,false
468,Granger Louis,45,true,false
469,Babs Balma,299,true,false
470,Hermon Heald,70,true,false
471,Rosina Ludlam,525,true,false
472,Kara Curedale,623,false,true
473,Adlai Luton,17,false,true
474,Cassandre Tourne,321,true,false
475,Koral Ollerenshaw,250,true,false
476,Coretta Kearle,545,true,false
477,Noreen Kristof,595,true,false
478,Jamie Mollitt,856,false,true
479,Durant Walrond,716,true,false
480,Dur Makeswell,206,false,true
481,Rivy Beatty,186,true,false
482,Reube Batrip,857,true,false
483,Nowell Burgen,385,true,false
484,Anita Crownshaw,209,true,false
485,Desmond Mannakee,50,false,true
486,Bearnard Limrick,572,true,false
487,Petronilla Rizzini,356,false,true
488,Alvin Coney,405,false,true
489,Krystyna Dawid,977,false,true
490,Aidan Iamittii,35,true,false
491,Iosep Hubbucke,784,true,false
492,Germaine Ilyasov,689,true,false
493,Arlana Riddiford,232,false,true
494,Kalina Ruby,199,false,true
495,Carlen Bestwall,634,false,true
496,Sherry Roome,168,true,false
497,Constantine Drinkwater,365,true,false
498,Jesselyn Clemens,326,false,true
499,Willabella Eate,151,true,false
500,Florinda Cornejo,226,false,true
501,Ulrika Stuehmeyer,295,true,false
502,Matty Daughton,827,false,true
503,Forster Andrys,989,false,true
504,Darby Phizackerly,285,false,true
505,Erminie Tilbey,733,true,false
506,Willem Alfonsini,213,false,true
507,Gratiana Ewdale,75,false,true
508,Natty Petken,15,false,true
509,Standford Barbosa,461,true,false
510,Cissiee Heinritz,59,false,true
511,Cozmo McSherry,239,false,true
512,Sheba Frankling,551,true,false
513,Ruy Bath,597,false,true
514,Fionnula Crutch,591,true,false
515,Domenico Domoney,893,false,true
516,Ryley Caplin,970,false,true
517,Joannes Yvens,815,false,true
518,Woodie Spleving,517,true,false
519,Hilarius Glauber,310,false,true
520,Burnard Stotherfield,146,false,true
521,Queenie Milnes,345,true,false
522,Philipa Foggarty,944,true,false
523,Shep Courtney,543,false,true
524,Rozanna Dellenbroker,738,false,true
525,Mignonne Oldacre,699,false,true
526,Janie Eastmead,862,true,false
527,Cyril Duckels,702,true,false
528,Dallas Volkes,376,false,true
529,Stuart Kisbey,360,false,true
530,Myrah Busse,530,false,true
531,Ryon Hinners,84,false,true
532,Janot Littleproud,698,true,false
533,Noelle Morrieson,521,false,true
534,Germain Girogetti,115,false,true
535,Wallis Krolman,67,true,false
536,Elmo Nutkin,687,false,true
537,Bruis Boniface,377,false,true
538,Terza Turmell,685,false,true
539,Helga Scammonden,185,true,false
540,Dot Pitkeathley,548,true,false
541,Starlin Welfair,408,false,true
542,Madeline Schulz,162,true,false
543,Maggy Wyper,558,true,false
544,Barbra Woolston,969,true,false
545,Euphemia Rolls,597,true,false
546,Drusi Moyles,794,true,false
547,Marlow Pendrill,534,true,false
548,Boigie Sponer,94,true,false
549,Morissa Harte,915,false,true
550,Carlota Trevena,185,false,true
551,Deeyn Britee,928,true,false
552,Rockey Silliman,939,true,false
553,Natale Dowles,33,false,true
554,Letisha Fylan,522,true,false
555,Rozelle Bardell,57,false,true
556,Vinny Dominguez,912,false,true
557,Malissia Kernoghan,395,false,true
558,Mellisent Jollye,78,false,true
559,Emelia Marien,926,false,true
560,Edgar Digweed,451,false,true
561,Cchaddie Suttaby,736,false,true
562,Colette Tugwell,888,true,false
563,Derek Hankinson,422,true,false
564,Lotte Blazhevich,580,true,false
565,Colet Everton,937,false,true
566,Ashlie Sanders,799,true,false
567,Trula Ennals,669,true,false
568,Beau Genty,949,true,false
569,Cyrillus O'Hoolahan,900,false,true
570,Bernice Heaney`,866,false,true
571,Ole Upham,961,true,false
572,Joanna Batterbee,100,true,false
573,Hurleigh Juppe,348,false,true
574,Damon Pomphrett,998,false,true
575,Yvette Clunan,58,true,false
576,Merridie Hodinton,61,true,false
577,Korrie Branni,163,false,true
578,Noelani Damsell,805,false,true
579,Dulcea Fridlington,74,true,false
580,Shell Scrinage,90,true,false
581,Lauree Fynes,405,false,true
582,Milty Menichino,954,true,false
583,Heall Nyland,449,true,false
584,Dot Ayliffe,893,true,false
585,Halette Golde,49,true,false
586,Gray Reuss,266,true,false
587,Charissa Child,720,false,true
588,Caprice Smeed,267,true,false
589,Sarina Barti,976,false,true
590,Effie Klimushev,611,false,true
591,Thornton Dhenin,220,true,false
592,Phebe Toffanelli,297,false,true
593,Debra Bonar,661,true,false
594,Latrena Tolossi,140,false,true
595,Casar Kilborn,323,true,false
596,Sharyl Jarvis,208,false,true
597,Margaretta Harding,170,true,false
598,Celestyn Battyll,773,false,true
599,Gizela Stedman,729,true,false
600,Roxie Ibbeson,375,false,true
601,Bevin Scrymgeour,802,true,false
602,Flo Yard,86,true,false
603,Dale Beswell,683,true,false
604,Haskel Mullally,888,false,true
605,Angy Gheeorghie,305,false,true
606,Mackenzie Compfort,788,false,true
607,Madelyn Seeking,527,false,true
608,Gates Chadburn,928,false,true
609,Dulcinea Elkins,607,false,true
610,Angy Drogan,906,true,false
611,Ulric Langston,146,false,true
612,Glen Druett,819,true,false
613,Carver Dutson,271,false,true
614,Clemence Melson,716,true,false
615,Lorry Sacchetti,502,true,false
616,Shelley Trebble,723,false,true
617,Crosby Cove,443,false,true
618,Nathaniel Iskov,158,true,false
619,Bard Strethill,986,false,true
620,Malanie Baldetti,116,true,false
621,Cherye Hale,143,false,true
622,Dianna Shilburne,269,true,false
623,Rich Frankiss,213,false,true
624,Hayes Ainsby,387,false,true
625,Eryn Gravy,465,true,false
626,Maia Garn,146,true,false
627,Norine Keedy,506,false,true
628,Germain Cheney,367,false,true
629,Lyndel Giacobazzi,543,true,false
630,Ofilia O'Corrigane,1000,true,false
631,Joane Arthars,398,false,true
632,Sauncho Howle,769,false,true
633,Chiquia Tellesson,439,true,false
634,Cecilia Hollingshead,269,true,false
635,Worden Pember,694,true,false
636,Candis Gagin,356,false,true
637,Heall Stearnes,164,true,false
638,Douglas Inker,550,true,false
639,Ceciley Steckings,529,true,false
640,Delmore Chasmer,326,false,true
641,Kaylee Jopp,780,true,false
642,Yvon Assante,14,true,false
643,Ailbert Mabbitt,717,false,true
644,Jaynell Halladey,47,true,false
645,Giraldo Drioli,492,false,true
646,Morlee Skeat,177,false,true
647,Laure Bleacher,409,false,true
648,Olwen Musk,783,true,false
649,Roy Bogies,132,true,false
650,Kaycee Grastye,954,true,false
651,Valenka Byrne,501,true,false
652,Malvina Garlic,375,true,false
653,Carolynn Mattiazzi,148,true,false
654,Kitty Wildbore,744,false,true
655,Florie Missington,535,true,false
656,Efren Keyzman,908,false,true
657,Gizela Matschke,851,false,true
658,Theresa Pareman,139,false,true
659,Patti Franseco,676,false,true
660,Marylin Hain,602,false,true
661,Nina McTear,250,true,false
662,Langston Petican,504,true,false
663,Kalinda Pepler,315,false,true
664,Sigismund Spurgin,511,false,true
665,Forester Marrows,323,true,false
666,Wilbert Vernazza,940,true,false
667,Sinclair Scollan,613,false,true
668,Natassia Leacock,299,false,true
669,Saudra Foran,613,false,true
670,Alexa Klos,122,false,true
671,Pandora Boyton,549,true,false
672,Tabbie Ficken,593,false,true
673,Cathryn Haistwell,598,true,false
674,Olympie Santoro,884,true,false
675,Courtney MacCoughen,57,true,false
676,Cynthia Putman,258,true,false
677,Vevay Bourthoumieux,971,true,false
678,Dallas Wahner,454,true,false
679,Olin Stillwell,122,false,true
680,Durante Mc Gorley,160,true,false
681,Abbot Flaunier,634,false,true
682,Angelika Glyne,516,false,true
683,Karrie Rubenchik,806,true,false
684,Christabel Skace,993,false,true
685,Davis Woolens,847,false,true
686,Trina Burdas,60,true,false
687,Kimbell Egarr,63,true,false
688,Sallyanne McConnel,256,false,true
689,Lawton Dayce,936,true,false
690,Marga Pickle,998,false,true
691,Melicent Adin,913,true,false
692,Swen Domenget,365,true,false
693,Leisha Huckabe,234,false,true
694,Margette Shanks,914,true,false
695,Reginauld Szymczyk,547,true,false
696,Benedikt Realff,958,true,false
697,Katerina Retchless,538,false,true
698,Dana Yeats,480,false,true
699,Gilbertine Benian,793,false,true
700,Nari Omand,168,false,true
701,Jaquelyn Petroff,961,true,false
702,Fina Catterson,566,true,false
703,Mohammed Hunnywell,473,false,true
704,Jada Verne,206,false,true
705,Kristina Vargas,408,true,false
706,Murielle Aizikowitz,892,false,true
707,Dulci Thomke,356,false,true
708,Gabey Bartozzi,937,true,false
709,Arlyne Visick,933,false,true
710,Isidoro Izhak,897,false,true
711,Fraze Folbig,798,true,false
712,Parrnell Speedy,375,false,true
713,Darryl Duding,568,false,true
714,Corinne Foxon,254,true,false
715,Ignaz Clemmey,267,true,false
716,Loria Waldie,530,true,false
717,Ingelbert Giles,638,true,false
718,Lou Chansonne,555,false,true
719,Frasquito Buesden,203,true,false
720,Sauveur MacGuffog,434,true,false
721,Lisabeth Cordero,964,true,false
722,Oates Kippin,570,false,true
723,Allx Lorenzetto,466,true,false
724,Skipp Mainwaring,335,true,false
725,Del Hollingsbee,388,false,true
726,Isabel Scotson,933,false,true
727,Salome Waltering,65,true,false
728,Gardiner Gillford,14,true,false
729,Brandyn Biagi,583,false,true
730,Grant Bargery,766,true,false
731,Bidget Lyven,534,true,false
732,Creight Cattlow,354,false,true
733,Annabela Birdseye,872,false,true
734,Niki Hazeldene,690,true,false
735,Modesty Boxhall,833,false,true
736,Washington Beville,964,true,false
737,Sofie Baudic,575,false,true
738,Ralph Clemencon,502,true,false
739,Marshal Haughey,390,false,true
740,Olenolin Batho,280,true,false
741,Tades Blackhall,901,false,true
742,Angele Courtese,624,false,true
743,Allix Brasseur,532,true,false
744,Lamar Druitt,354,true,false
745,Hasheem Pardey,991,false,true
746,Luciana Lumsdaine,565,true,false
747,Christian Vawton,893,true,false
748,Sally Pendergast,944,false,true
749,Ediva Crutch,780,true,false
750,Shay Kerman,115,false,true
751,Carina Sturdgess,553,false,true
752,Stefania Di Batista,33,false,true
753,Gaylord Emer,894,true,false
754,Timmie Delahunty,619,false,true
755,Dodi Kiddle,68,true,false
756,Tarah Wornham,525,false,true
757,Vera Knock,713,true,false
758,Elvin Wincott,612,false,true
759,Amity Crosetti,143,false,true
760,Gun Newe,437,true,false
761,Franklin Hing,99,false,true
762,Tybalt Redpath,520,false,true
763,Ulrikaumeko MacCallion,972,true,false
764,Rossy Dunlop,820,false,true
765,Celine Berrington,590,false,true
766,Carey Hagerty,538,false,true
767,Marnia Luffman,674,true,false
768,Orv Bartaloni,447,false,true
769,Sigismond Prium,121,true,false
770,Francene Jehaes,146,false,true
771,Tuesday Aldhous,56,false,true
772,Geneva Dakers,480,false,true
773,Kenton Westhoff,270,false,true
774,Emmit Winship,939,true,false
775,Bruis O'Nion,571,true,false
776,Breena Cressar,856,false,true
777,Anton D'Onise,342,true,false
778,Sloane Cribbins,367,false,true
779,Robinette Etienne,559,true,false
780,Davidde Philipps,327,true,false
781,Chrysa Gregoratti,929,true,false
782,Adriano Joscelin,843,false,true
783,Bradly Aggiss,143,false,true
784,Kathe Grieve,676,true,false
785,Lulita Pinney,368,false,true
786,Felic Laviste,692,true,false
787,Shay Emmer,132,true,false
788,Ricoriki Moggach,547,true,false
789,Lura Deeney,60,false,true
790,Bob Pash,80,true,false
791,Rourke Aikin,523,true,false
792,Avram MacConnechie,283,false,true
793,Tania Tabary,915,true,false
794,Blisse Barwack,565,true,false
795,Jilleen McCurley,228,false,true
796,Aloin Fontelles,215,false,true
797,Krissie Hanscome,815,true,false
798,Grenville Killick,733,false,true
799,Whitney Pockey,979,true,false
800,Morganne Soloway,153,false,true
801,Brenna Saph,167,false,true
802,Lyndsey Crispe,375,true,false
803,Minnie Burghill,117,false,true
