gameID,locationID,homeTeamID,awayTeamID,gameDate
304,141,485,119,13-07-1973 12:00:00
305,2,416,285,14-01-2002 12:00:00
306,364,491,340,02-04-1997 16:00:00
307,71,38,117,19-02-1981 21:00:00
308,198,298,149,13-07-1993 20:00:00
309,469,193,158,12-01-1970 12:00:00
310,481,53,303,23-05-1956 17:00:00
311,275,190,448,11-04-2015 22:00:00
312,240,338,469,25-06-2017 21:00:00
313,388,397,188,10-07-1966 17:00:00
314,393,268,161,03-07-1987 13:00:00
315,453,69,256,05-01-1981 16:00:00
316,418,6,404,30-03-2008 19:00:00
317,495,143,111,05-01-1949 17:00:00
318,196,290,382,28-05-1949 21:00:00
319,498,141,256,21-11-2005 14:00:00
320,176,127,347,18-05-1955 21:00:00
321,32,250,422,09-12-1962 16:00:00
322,356,336,157,20-10-1996 14:00:00
323,445,71,429,18-09-1954 13:00:00
324,31,73,190,22-08-1954 21:00:00
325,68,109,363,18-09-2014 12:00:00
326,342,260,53,28-05-2016 22:00:00
327,136,328,260,05-11-1967 22:00:00
328,128,239,67,03-04-2017 15:00:00
329,22,453,150,02-12-1955 21:00:00
330,191,152,354,18-08-2016 13:00:00
331,54,341,190,16-07-2023 12:00:00
332,475,361,185,01-01-1993 15:00:00
333,152,115,50,19-01-1949 17:00:00
334,352,410,332,17-07-1987 22:00:00
335,188,47,342,23-03-1954 19:00:00
336,444,34,85,29-01-1976 17:00:00
337,163,251,10,01-06-1960 21:00:00
338,192,50,57,24-11-1992 12:00:00
339,215,176,452,10-05-1982 19:00:00
340,343,221,83,02-11-2006 22:00:00
341,482,123,162,10-03-1971 18:00:00
342,32,418,188,24-11-1968 13:00:00
343,60,289,412,16-11-1951 22:00:00
344,85,404,165,01-02-1967 22:00:00
345,419,400,85,26-08-2016 12:00:00
346,116,125,183,17-10-1991 17:00:00
347,486,187,390,07-11-2015 20:00:00
348,211,93,438,03-08-1992 21:00:00
349,74,106,154,14-11-2008 13:00:00
350,22,13,241,09-05-1996 14:00:00
351,170,425,202,26-05-1946 19:00:00
352,485,406,494,06-08-2011 18:00:00
353,187,229,125,21-11-2010 13:00:00
354,89,215,224,29-04-1973 20:00:00
355,215,138,70,24-11-1976 15:00:00
356,224,72,305,04-10-1989 19:00:00
357,451,189,193,15-02-2005 16:00:00
358,14,403,465,22-11-2012 15:00:00
359,95,245,225,29-07-1956 16:00:00
360,64,387,105,02-11-1982 15:00:00
361,201,499,201,01-07-1997 20:00:00
362,249,482,272,16-11-2014 12:00:00
363,193,466,191,14-07-1998 15:00:00
364,286,458,457,30-06-1990 12:00:00
365,61,250,297,13-12-2015 20:00:00
366,132,464,117,26-05-1950 15:00:00
367,209,200,135,18-11-1970 13:00:00
368,39,104,143,25-11-1982 22:00:00
369,7,367,381,03-03-1978 13:00:00
370,143,473,484,03-11-1956 22:00:00
371,54,163,408,24-01-1953 14:00:00
372,61,10,177,02-03-1950 14:00:00
373,15,390,111,23-04-2013 18:00:00
374,295,134,96,18-04-1955 13:00:00
375,270,495,249,09-02-1963 18:00:00
376,19,46,301,25-03-1955 14:00:00
377,19,27,198,10-02-1973 20:00:00
378,121,212,267,24-10-1978 17:00:00
379,294,286,194,27-06-1982 13:00:00
380,477,281,468,03-10-1977 15:00:00
381,24,127,397,11-09-1974 13:00:00
382,147,436,159,10-11-1951 16:00:00
383,49,129,346,03-04-2020 13:00:00
384,376,2,389,29-12-2006 14:00:00
385,403,386,190,07-09-1960 15:00:00
386,494,409,174,26-01-1992 13:00:00
387,150,294,53,06-02-1957 18:00:00
388,121,365,209,16-01-1959 15:00:00
389,51,500,313,03-12-1980 18:00:00
390,146,459,355,18-10-2007 21:00:00
391,457,382,246,10-04-1988 20:00:00
392,312,57,116,09-06-1949 13:00:00
393,49,452,162,25-11-1953 22:00:00
394,339,159,228,11-04-2004 12:00:00
395,438,181,469,28-09-1995 13:00:00
396,352,213,79,11-05-1969 22:00:00
397,81,423,84,23-03-2009 15:00:00
398,127,472,239,03-12-1948 14:00:00
399,187,137,135,22-06-1968 21:00:00
400,306,307,454,05-01-1976 20:00:00
401,436,50,57,31-10-1986 21:00:00
402,227,347,60,11-08-1951 19:00:00
403,24,394,202,28-05-1991 22:00:00
404,463,348,145,01-12-1983 20:00:00
405,139,290,85,24-04-1989 15:00:00
406,25,486,353,30-01-1961 15:00:00
407,331,413,110,08-07-1950 15:00:00
408,83,485,495,13-06-1982 12:00:00
409,473,168,26,01-08-2002 15:00:00
410,374,267,493,04-04-1961 13:00:00
411,369,353,16,17-01-2013 20:00:00
412,405,293,388,04-06-1965 18:00:00
413,207,464,234,18-10-2002 12:00:00
414,429,236,439,12-07-1984 12:00:00
415,429,315,386,20-05-1952 13:00:00
416,74,25,419,22-01-1955 18:00:00
417,487,182,213,22-12-2019 13:00:00
418,376,356,80,10-02-1975 15:00:00
419,204,219,383,25-08-2022 21:00:00
420,412,26,109,27-02-1961 17:00:00
421,419,295,277,07-12-2023 16:00:00
422,69,134,477,30-04-2023 15:00:00
423,360,85,187,15-07-1966 14:00:00
424,153,390,478,14-11-2019 20:00:00
425,148,120,393,01-11-1985 14:00:00
426,279,368,123,25-04-1948 17:00:00
427,35,378,212,17-09-2003 22:00:00
428,223,326,275,27-02-2014 15:00:00
429,377,275,90,27-08-2008 12:00:00
430,379,71,145,24-04-1987 13:00:00
431,184,442,45,23-10-1990 18:00:00
432,198,468,120,10-08-1979 21:00:00
433,415,111,475,12-06-2003 13:00:00
434,499,275,292,20-11-1975 12:00:00
435,232,162,58,20-05-2020 22:00:00
436,156,349,307,15-06-2016 14:00:00
437,470,310,175,01-06-1960 21:00:00
438,2,35,449,25-01-2001 19:00:00
439,183,183,379,16-11-1946 18:00:00
440,43,396,403,21-01-2015 13:00:00
441,425,151,40,01-10-1963 20:00:00
442,118,244,210,03-04-1981 17:00:00
443,412,396,190,22-03-2010 22:00:00
444,221,234,321,23-11-1968 14:00:00
445,333,79,3,02-12-2014 15:00:00
446,361,378,52,25-08-1955 19:00:00
447,285,232,279,06-09-1956 19:00:00
448,383,9,103,03-05-2015 17:00:00
449,240,367,359,17-10-1993 18:00:00
450,219,226,234,28-01-1966 18:00:00
451,197,43,5,24-01-2009 16:00:00
452,68,200,168,02-05-2017 12:00:00
453,81,445,484,22-01-1969 18:00:00
454,495,315,280,22-05-1993 12:00:00
455,60,320,247,22-12-1954 16:00:00
456,286,319,413,22-07-2011 18:00:00
457,413,404,245,02-10-2005 14:00:00
458,314,244,487,29-04-1992 21:00:00
459,261,61,65,10-11-1993 13:00:00
460,56,12,99,31-07-1974 17:00:00
461,280,37,242,30-06-1965 20:00:00
462,472,469,271,13-01-1952 22:00:00
463,158,420,474,23-02-1957 18:00:00
464,483,114,137,19-03-2001 17:00:00
465,491,473,372,15-04-2012 22:00:00
466,82,468,411,20-01-1995 16:00:00
467,228,251,64,05-08-1969 20:00:00
468,306,190,486,31-05-1970 22:00:00
469,142,146,76,08-12-1986 16:00:00
470,167,75,327,25-05-1987 12:00:00
471,203,434,313,24-10-1991 16:00:00
472,139,39,267,02-09-1996 13:00:00
473,24,197,423,20-11-1963 12:00:00
474,18,173,187,03-01-1958 14:00:00
475,121,77,422,30-07-2013 15:00:00
476,41,171,431,13-01-2021 21:00:00
477,201,264,335,30-07-1973 18:00:00
478,118,308,287,05-04-1966 16:00:00
479,415,234,138,03-09-1969 14:00:00
480,500,368,381,22-10-1980 18:00:00
481,254,133,354,03-04-1961 21:00:00
482,473,271,217,22-05-1977 22:00:00
483,424,35,88,07-09-1961 22:00:00
484,12,319,80,20-06-1957 12:00:00
485,355,475,425,23-03-1978 22:00:00
486,102,167,153,07-08-2003 18:00:00
487,123,429,347,04-10-2007 17:00:00
488,265,472,476,03-07-1968 21:00:00
489,380,429,229,07-11-2020 12:00:00
490,182,272,295,07-06-2022 15:00:00
491,409,66,367,16-09-1990 16:00:00
492,122,5,37,08-10-1966 22:00:00
493,217,373,141,22-02-1990 19:00:00
494,23,174,391,09-11-1974 20:00:00
495,486,76,244,17-09-1986 20:00:00
496,395,223,36,04-01-2005 19:00:00
497,425,338,271,28-10-1990 20:00:00
498,153,20,133,19-10-1953 20:00:00
499,257,127,494,19-05-1969 22:00:00
500,179,325,147,12-11-2019 15:00:00
501,157,472,376,16-10-2015 13:00:00
502,455,394,49,21-12-1948 19:00:00
503,403,419,310,18-11-2001 16:00:00
504,76,363,172,09-05-2022 16:00:00
505,362,308,3,03-06-1965 20:00:00
506,488,293,318,31-05-1948 16:00:00
507,325,385,69,18-11-1974 12:00:00
508,471,242,127,02-06-2011 14:00:00
509,157,289,168,14-12-1960 14:00:00
510,9,145,45,15-12-2009 22:00:00
511,422,445,417,31-01-2017 18:00:00
512,156,349,408,29-03-1965 14:00:00
513,364,53,8,29-08-2014 21:00:00
514,222,153,167,04-12-2020 21:00:00
515,425,396,477,16-10-2007 19:00:00
516,177,391,398,14-07-1968 14:00:00
517,202,320,414,14-08-1999 15:00:00
518,304,434,90,20-12-2012 21:00:00
519,167,467,224,11-07-2015 14:00:00
520,89,245,191,20-04-1971 21:00:00
521,182,410,143,17-04-1993 17:00:00
522,280,5,131,17-10-1961 20:00:00
523,125,409,102,15-11-2000 22:00:00
524,91,25,463,02-12-1995 19:00:00
525,287,263,56,04-06-1974 18:00:00
526,102,64,456,10-03-1984 12:00:00
527,465,130,43,31-05-2009 14:00:00
528,128,66,45,21-01-1951 13:00:00
529,138,328,290,06-10-1979 19:00:00
530,478,113,89,22-11-2018 12:00:00
531,179,60,397,23-09-1962 17:00:00
532,398,242,334,21-03-1982 18:00:00
533,213,300,33,11-02-2021 20:00:00
534,482,419,448,30-12-1986 21:00:00
535,473,280,40,16-02-1952 19:00:00
536,119,420,446,22-08-1953 21:00:00
537,402,115,464,27-08-1950 15:00:00
538,22,9,259,14-10-1979 15:00:00
539,327,105,344,08-03-1961 16:00:00
540,193,358,141,19-11-1998 17:00:00
541,277,467,208,12-12-1970 12:00:00
542,249,53,296,07-07-1981 14:00:00
543,130,289,421,09-04-2006 22:00:00
544,328,405,15,06-02-1991 14:00:00
545,478,308,259,06-08-2023 18:00:00
546,22,233,146,28-09-1956 15:00:00
547,296,289,473,24-04-1956 20:00:00
548,130,233,292,07-09-1968 18:00:00
549,208,290,456,26-08-2002 16:00:00
550,108,363,411,24-07-1980 15:00:00
551,98,317,98,24-05-1978 16:00:00
552,184,252,198,28-02-2004 21:00:00
553,80,22,67,18-07-1951 15:00:00
554,347,13,167,04-03-1950 13:00:00
555,380,473,329,26-05-2002 19:00:00
556,498,204,173,18-10-2016 20:00:00
557,15,241,426,27-07-1994 20:00:00
558,58,368,229,08-10-1954 12:00:00
559,55,276,192,05-08-1992 21:00:00
560,225,148,244,08-02-1979 20:00:00
561,394,288,211,16-03-2019 22:00:00
562,288,453,107,14-07-2019 17:00:00
563,461,160,46,15-03-1968 20:00:00
564,223,229,24,02-06-2023 21:00:00
565,163,267,76,18-06-2005 20:00:00
566,374,266,267,03-08-1953 13:00:00
567,350,93,12,12-09-1965 16:00:00
568,5,157,120,19-03-1949 20:00:00
569,296,429,281,06-11-1998 20:00:00
570,286,58,433,31-08-1970 16:00:00
571,375,285,113,17-05-2013 14:00:00
572,167,423,444,18-01-1955 19:00:00
573,237,454,309,18-11-2012 17:00:00
574,89,197,284,06-10-2022 22:00:00
575,299,387,109,16-04-2020 14:00:00
576,257,200,178,18-01-2009 15:00:00
577,260,491,111,27-04-2004 21:00:00
578,85,372,480,07-04-1957 12:00:00
579,107,255,133,09-07-2005 12:00:00
580,228,363,27,12-02-2008 16:00:00
581,459,206,32,26-09-1991 17:00:00
582,71,448,459,24-10-2006 13:00:00
583,235,410,137,02-02-2023 20:00:00
584,382,88,201,19-09-2008 14:00:00
585,203,7,53,19-08-1952 15:00:00
586,99,4,392,17-08-1971 19:00:00
587,384,346,22,29-09-2009 19:00:00
588,3,416,444,07-12-1961 20:00:00
589,198,99,130,25-03-1966 21:00:00
590,91,292,147,08-06-1958 17:00:00
591,176,305,363,10-09-2019 18:00:00
592,253,373,416,03-07-2023 17:00:00
593,390,172,337,08-05-1950 12:00:00
594,14,173,15,27-05-1993 18:00:00
595,98,19,101,09-12-1946 17:00:00
596,223,257,139,19-07-1983 12:00:00
597,115,495,220,29-12-1979 18:00:00
598,450,202,138,15-12-1974 19:00:00
599,165,86,293,28-08-1998 16:00:00
600,319,88,467,13-10-1967 19:00:00
601,177,319,8,07-08-2015 17:00:00
602,117,317,112,22-10-1970 19:00:00
603,394,274,200,24-11-1991 14:00:00
604,98,186,155,06-10-1976 18:00:00
605,340,384,251,22-04-2020 16:00:00
606,173,322,260,06-09-2003 15:00:00
607,462,23,169,24-05-1997 16:00:00
608,236,440,477,29-12-2023 22:00:00
609,416,117,194,21-08-2003 16:00:00
610,286,217,439,25-02-2013 20:00:00
611,133,289,36,29-10-1982 14:00:00
612,320,48,353,19-06-1957 16:00:00
613,444,61,278,19-12-1950 18:00:00
614,497,467,42,11-12-1994 13:00:00
615,296,312,137,12-12-2002 12:00:00
616,427,56,205,26-01-2020 14:00:00
617,234,436,187,26-08-1953 17:00:00
618,30,157,408,05-07-1983 22:00:00
619,32,294,471,22-05-1970 14:00:00
620,328,398,35,21-10-1949 22:00:00
621,405,138,89,03-02-1967 22:00:00
622,114,482,32,17-09-1949 17:00:00
623,355,13,154,09-02-1973 22:00:00
624,316,278,42,19-04-1959 22:00:00
625,297,8,307,20-07-1989 14:00:00
626,246,59,248,09-06-1996 19:00:00
627,60,232,462,29-09-2008 20:00:00
628,18,40,464,28-12-2011 14:00:00
629,263,412,363,30-05-2023 20:00:00
630,116,413,301,08-05-1971 20:00:00
631,98,333,421,22-05-2016 20:00:00
632,216,392,212,26-10-1980 22:00:00
633,446,441,58,06-08-2019 21:00:00
634,102,31,109,16-05-1968 15:00:00
635,386,388,434,05-09-2001 17:00:00
636,173,254,329,18-01-1965 12:00:00
637,280,115,204,22-10-1999 12:00:00
638,316,305,243,02-06-1967 15:00:00
639,41,164,310,27-02-1994 20:00:00
640,4,362,206,17-02-1975 18:00:00
641,177,364,365,19-08-2007 18:00:00
642,259,372,352,26-02-1958 14:00:00
643,268,148,273,18-03-1947 13:00:00
644,127,179,223,24-01-1972 15:00:00
645,302,453,278,07-02-1949 15:00:00
646,410,292,240,05-06-2003 22:00:00
647,459,455,322,14-04-1958 17:00:00
648,335,239,221,29-11-1978 18:00:00
649,338,270,413,04-05-2002 21:00:00
650,280,86,124,16-01-1979 21:00:00
651,222,414,162,10-12-1968 19:00:00
652,236,467,433,15-11-2007 20:00:00
653,324,227,295,26-09-1980 22:00:00
654,124,313,499,25-10-2023 16:00:00
655,235,339,5,07-02-1971 16:00:00
656,309,194,349,07-08-1991 20:00:00
657,11,304,97,01-05-1998 12:00:00
658,30,192,153,13-04-1978 13:00:00
659,299,246,386,05-02-1951 15:00:00
660,298,236,403,17-04-1966 12:00:00
661,93,438,490,18-04-2001 15:00:00
662,114,452,249,02-06-1947 18:00:00
663,471,117,111,30-06-1955 17:00:00
664,29,63,256,24-08-1988 16:00:00
